loan_id,customer_id,loan_amount,interest_rate,loan_term_months,loan_type,loan_purpose,application_date,approval_status,loan_status
338,169,1148386,13.69,60,Personal Loan,Business Expansion,2023-11-11,Pending,Not Issued
339,170,3686184,13.19,48,Business Loan,Wedding,2023-08-22,Pending,Not Issued
340,171,1046888,14.67,84,Education Loan,Wedding,2023-10-07,Pending,Not Issued
341,171,806392,13.27,120,Education Loan,Travel,2023-10-10,Rejected,Not Issued
342,172,1798729,12.39,84,Business Loan,Education,2025-06-22,Pending,Not Issued
343,173,149380,14.9,48,Home Loan,Medical,2025-06-16,Rejected,Not Issued
344,173,1460078,15.23,120,Personal Loan,Vehicle,2023-05-16,Pending,Not Issued
345,174,4976158,11.96,36,Business Loan,Vehicle,2024-10-05,Approved,Closed
346,174,2387547,9.27,24,Home Loan,Home Purchase,2025-04-01,Pending,Not Issued
347,174,960825,11.18,24,Personal Loan,Home Purchase,2025-04-18,Approved,Active
348,175,1751988,14.11,24,Car Loan,Wedding,2025-08-11,Pending,Not Issued
349,176,1033133,7.5,36,Home Loan,Business Expansion,2024-09-19,Approved,Default
350,176,2946691,7.12,60,Education Loan,Travel,2026-01-25,Approved,Closed
351,177,582457,17.87,36,Personal Loan,Medical,2025-03-11,Rejected,Not Issued
352,177,1103570,16.16,12,Car Loan,Business Expansion,2026-03-01,Pending,Not Issued
353,177,3203766,18.0,120,Home Loan,Travel,2022-10-31,Rejected,Not Issued
354,178,1238555,12.91,24,Car Loan,Wedding,2025-03-17,Rejected,Not Issued
355,178,1906073,12.36,12,Education Loan,Vehicle,2022-08-01,Rejected,Not Issued
356,179,2568326,16.99,48,Car Loan,Education,2025-02-08,Approved,Active
357,179,2621971,12.64,120,Personal Loan,Education,2025-09-29,Approved,Active
358,180,1000823,9.85,48,Education Loan,Business Expansion,2022-07-24,Approved,Closed
359,181,719194,11.88,12,Education Loan,Medical,2025-07-30,Approved,Active
360,181,1414028,9.86,120,Business Loan,Vehicle,2023-08-28,Approved,Active
361,181,251622,9.28,120,Education Loan,Wedding,2023-10-16,Approved,Active
362,182,368876,10.69,60,Car Loan,Medical,2024-05-21,Approved,Active
363,183,652910,13.63,12,Car Loan,Education,2024-05-21,Rejected,Not Issued
364,184,2599715,11.45,60,Education Loan,Medical,2025-06-23,Approved,Active
365,185,3543998,16.33,36,Education Loan,Travel,2022-12-30,Approved,Active
366,185,2069600,14.54,60,Education Loan,Home Purchase,2023-03-01,Pending,Not Issued
367,185,2886010,15.88,36,Car Loan,Vehicle,2024-07-19,Pending,Not Issued
368,186,3261497,8.5,24,Business Loan,Home Purchase,2025-12-27,Approved,Active
369,187,2096029,16.92,60,Home Loan,Business Expansion,2023-04-21,Rejected,Not Issued
370,187,2267067,17.99,48,Personal Loan,Wedding,2023-10-22,Rejected,Not Issued
371,187,895930,17.49,48,Home Loan,Home Purchase,2023-12-02,Pending,Not Issued
372,188,541727,7.46,12,Personal Loan,Travel,2024-01-27,Approved,Active
373,189,1613398,12.31,84,Car Loan,Home Purchase,2025-11-24,Pending,Not Issued
374,189,1056873,17.3,60,Home Loan,Wedding,2024-03-18,Rejected,Not Issued
375,190,2037672,8.21,12,Personal Loan,Education,2025-07-23,Approved,Active
376,190,929631,7.45,48,Business Loan,Business Expansion,2024-09-01,Approved,Active
377,191,1126666,14.01,12,Home Loan,Business Expansion,2023-06-30,Pending,Not Issued
378,192,510415,12.31,48,Car Loan,Home Purchase,2026-07-03,Rejected,Not Issued
379,192,676544,13.26,12,Car Loan,Vehicle,2023-01-16,Pending,Not Issued
380,193,778076,9.87,12,Education Loan,Business Expansion,2024-06-04,Approved,Active
381,193,415773,10.03,24,Business Loan,Vehicle,2024-06-11,Approved,Active
382,194,2405453,9.11,60,Business Loan,Wedding,2022-11-21,Approved,Closed
383,194,946529,10.33,36,Car Loan,Home Purchase,2026-07-15,Approved,Default
384,195,4471268,17.58,120,Home Loan,Home Purchase,2024-02-28,Approved,Closed
385,196,1523911,10.03,48,Home Loan,Vehicle,2022-09-12,Approved,Active
386,196,297707,11.97,48,Personal Loan,Vehicle,2022-12-20,Pending,Not Issued
387,196,2569235,10.54,12,Car Loan,Wedding,2025-11-01,Approved,Active
388,197,161019,12.06,24,Personal Loan,Medical,2023-02-27,Pending,Not Issued
389,198,1525886,9.08,120,Education Loan,Medical,2026-07-10,Pending,Not Issued
390,198,69812,11.01,60,Education Loan,Business Expansion,2026-05-31,Pending,Not Issued
391,198,523136,11.59,48,Business Loan,Medical,2024-01-30,Pending,Not Issued
392,199,995266,10.67,120,Personal Loan,Medical,2025-06-17,Approved,Closed
393,200,243521,15.73,12,Car Loan,Business Expansion,2025-05-25,Approved,Active
394,201,2376886,14.09,12,Business Loan,Business Expansion,2022-08-01,Pending,Not Issued
395,201,1991255,15.73,60,Business Loan,Wedding,2026-03-22,Approved,Closed
396,202,1689597,10.81,84,Education Loan,Travel,2023-06-25,Approved,Active
397,202,1842482,9.11,24,Business Loan,Travel,2025-07-08,Approved,Default
398,203,1483341,17.08,60,Home Loan,Education,2024-08-19,Rejected,Not Issued
399,204,1827525,7.92,36,Education Loan,Education,2023-01-27,Approved,Active
400,204,361520,7.67,24,Car Loan,Medical,2024-12-17,Approved,Closed
401,205,4540211,7.89,12,Education Loan,Business Expansion,2023-05-08,Approved,Active
402,205,3751786,7.99,48,Education Loan,Business Expansion,2024-05-21,Approved,Default
403,205,4281237,7.94,24,Personal Loan,Business Expansion,2026-01-28,Approved,Closed
404,206,934606,15.62,24,Personal Loan,Medical,2023-11-02,Pending,Not Issued
405,206,2999469,14.55,24,Business Loan,Home Purchase,2026-05-18,Pending,Not Issued
406,206,2181230,15.38,48,Car Loan,Vehicle,2022-08-19,Pending,Not Issued
407,207,4966310,8.52,24,Education Loan,Vehicle,2025-09-05,Approved,Closed
408,207,203309,7.86,12,Business Loan,Travel,2023-09-25,Approved,Closed
409,207,4196203,8.84,12,Personal Loan,Education,2024-06-14,Approved,Active
410,208,2556420,15.89,36,Home Loan,Business Expansion,2022-07-19,Rejected,Not Issued
411,208,790811,14.12,24,Personal Loan,Home Purchase,2023-06-19,Rejected,Not Issued
412,208,137280,16.51,84,Business Loan,Education,2025-12-05,Pending,Not Issued
413,209,249473,13.81,60,Car Loan,Travel,2023-04-19,Pending,Not Issued
414,209,242884,13.98,48,Personal Loan,Home Purchase,2022-12-09,Rejected,Not Issued
415,209,512935,17.68,36,Home Loan,Wedding,2023-10-17,Pending,Not Issued
416,210,168240,12.59,60,Home Loan,Education,2024-08-11,Pending,Not Issued
417,210,2054025,16.08,60,Personal Loan,Travel,2025-01-11,Pending,Not Issued
418,211,794701,8.39,120,Home Loan,Travel,2025-05-25,Approved,Closed
419,211,363406,7.52,84,Education Loan,Wedding,2025-03-14,Approved,Closed
420,211,448762,8.51,48,Personal Loan,Home Purchase,2023-11-09,Approved,Closed
421,212,221999,15.44,60,Personal Loan,Home Purchase,2025-08-20,Rejected,Not Issued
422,213,2078293,17.53,120,Car Loan,Travel,2022-10-15,Rejected,Not Issued
423,214,1614382,10.53,36,Home Loan,Travel,2024-06-08,Approved,Active
424,214,1760310,11.95,120,Car Loan,Vehicle,2024-01-28,Approved,Closed
425,214,1783913,9.7,84,Home Loan,Home Purchase,2025-08-30,Approved,Active
426,215,683019,7.32,24,Business Loan,Vehicle,2024-10-18,Approved,Closed
427,215,2850175,7.28,120,Home Loan,Wedding,2026-01-08,Approved,Closed
428,215,4254707,7.32,12,Education Loan,Education,2026-02-01,Approved,Active
429,216,465404,14.08,12,Personal Loan,Medical,2026-06-24,Pending,Not Issued
430,216,167468,14.02,12,Personal Loan,Education,2022-10-30,Rejected,Not Issued
431,216,434144,16.91,36,Education Loan,Medical,2025-12-07,Pending,Not Issued
432,217,759447,16.77,60,Home Loan,Education,2025-12-03,Pending,Not Issued
433,217,1806835,16.77,12,Home Loan,Home Purchase,2025-03-04,Pending,Not Issued
434,218,4430312,15.35,120,Car Loan,Vehicle,2022-11-30,Rejected,Not Issued
435,218,1896571,15.63,36,Home Loan,Travel,2026-04-23,Pending,Not Issued
436,218,112793,15.26,36,Personal Loan,Education,2025-03-04,Pending,Not Issued
437,219,1621649,16.75,60,Business Loan,Medical,2024-08-05,Pending,Not Issued
438,220,3259465,16.98,120,Car Loan,Education,2024-01-27,Pending,Not Issued
439,220,2546856,16.82,48,Business Loan,Wedding,2022-07-19,Rejected,Not Issued
440,220,1999994,17.86,12,Education Loan,Medical,2023-02-04,Rejected,Not Issued
441,221,2995542,7.97,60,Business Loan,Business Expansion,2026-04-02,Approved,Closed
442,221,2039020,7.39,24,Personal Loan,Medical,2024-01-06,Approved,Active
443,222,434212,14.83,48,Home Loan,Vehicle,2023-07-18,Pending,Not Issued
444,222,1187329,16.75,12,Personal Loan,Business Expansion,2023-09-04,Pending,Not Issued
445,222,626762,15.28,60,Business Loan,Wedding,2025-10-11,Approved,Active
446,223,155693,15.26,36,Car Loan,Medical,2025-07-23,Rejected,Not Issued
447,223,114002,17.1,24,Car Loan,Wedding,2022-07-19,Pending,Not Issued
448,223,590964,14.74,24,Car Loan,Wedding,2024-12-20,Pending,Not Issued
449,224,967591,11.96,12,Home Loan,Education,2025-12-15,Approved,Default
450,225,2112418,8.86,36,Car Loan,Medical,2022-09-12,Approved,Closed
451,225,3115686,8.28,24,Car Loan,Wedding,2022-10-29,Approved,Closed
452,226,925635,13.67,120,Education Loan,Business Expansion,2023-11-12,Pending,Not Issued
453,227,559954,16.92,48,Personal Loan,Business Expansion,2022-10-28,Approved,Active
454,227,629345,15.72,48,Car Loan,Business Expansion,2025-08-22,Pending,Not Issued
455,227,645160,12.13,84,Personal Loan,Wedding,2023-03-23,Pending,Not Issued
456,228,2756111,7.52,12,Business Loan,Wedding,2024-11-16,Approved,Closed
457,228,1774819,7.35,120,Home Loan,Wedding,2022-07-28,Approved,Default
458,229,190651,10.06,84,Car Loan,Wedding,2024-08-12,Approved,Active
459,229,1307613,11.43,48,Education Loan,Business Expansion,2022-12-02,Approved,Default
460,230,1905098,15.38,12,Car Loan,Vehicle,2024-06-19,Rejected,Not Issued
461,230,97972,17.17,48,Home Loan,Education,2025-01-31,Pending,Not Issued
462,230,3465059,17.03,12,Personal Loan,Vehicle,2022-10-08,Pending,Not Issued
463,231,690984,12.47,84,Car Loan,Wedding,2026-06-18,Rejected,Not Issued
464,231,679274,17.57,24,Business Loan,Wedding,2023-11-09,Rejected,Not Issued
465,232,85847,16.2,84,Car Loan,Vehicle,2024-06-07,Rejected,Not Issued
466,232,1023221,17.84,120,Personal Loan,Vehicle,2024-07-30,Pending,Not Issued
467,233,1554984,14.96,48,Car Loan,Education,2025-04-20,Pending,Not Issued
468,234,1083215,17.81,84,Personal Loan,Education,2025-05-16,Pending,Not Issued
469,235,4273911,17.18,24,Personal Loan,Business Expansion,2022-10-25,Pending,Not Issued
470,235,121351,12.66,24,Car Loan,Travel,2023-11-29,Pending,Not Issued
471,235,2303380,14.06,48,Business Loan,Vehicle,2024-12-21,Rejected,Not Issued
472,236,1074376,12.09,36,Personal Loan,Wedding,2022-11-28,Pending,Not Issued
473,237,2041917,15.13,24,Personal Loan,Home Purchase,2026-03-20,Rejected,Not Issued
474,237,632519,17.85,84,Education Loan,Travel,2022-10-21,Pending,Not Issued
475,237,1065244,15.38,60,Personal Loan,Wedding,2024-09-16,Rejected,Not Issued
476,238,847180,14.11,36,Business Loan,Home Purchase,2025-05-07,Rejected,Not Issued
477,238,910305,12.81,60,Car Loan,Wedding,2025-10-11,Rejected,Not Issued
478,238,1087389,15.68,60,Education Loan,Medical,2024-11-13,Pending,Not Issued
479,239,1533961,12.36,120,Business Loan,Education,2022-12-31,Rejected,Not Issued
480,240,1891939,11.36,12,Home Loan,Medical,2024-04-09,Approved,Closed
481,240,4637890,9.56,24,Personal Loan,Home Purchase,2025-11-27,Approved,Active
482,240,4329993,9.85,120,Home Loan,Business Expansion,2025-09-24,Approved,Active
483,241,2453091,14.81,36,Education Loan,Home Purchase,2026-03-19,Rejected,Not Issued
484,241,987122,12.87,48,Personal Loan,Medical,2023-08-13,Rejected,Not Issued
485,242,702119,9.34,60,Education Loan,Education,2023-04-06,Approved,Active
486,242,1390286,11.38,12,Home Loan,Home Purchase,2025-06-17,Approved,Closed
487,242,1388313,9.2,12,Business Loan,Wedding,2023-05-22,Approved,Closed
488,243,1694881,16.93,60,Car Loan,Education,2023-01-17,Pending,Not Issued
489,243,1269497,15.86,48,Education Loan,Medical,2024-05-25,Pending,Not Issued
490,243,135615,13.31,36,Education Loan,Education,2024-07-08,Rejected,Not Issued
491,244,803539,13.98,48,Car Loan,Education,2023-05-03,Rejected,Not Issued
492,244,887630,15.42,12,Business Loan,Home Purchase,2025-01-28,Pending,Not Issued
493,245,4808794,8.57,36,Personal Loan,Travel,2023-06-01,Approved,Active
494,245,178025,7.5,36,Business Loan,Medical,2023-05-04,Approved,Active
495,246,3065026,17.18,60,Home Loan,Business Expansion,2024-06-28,Rejected,Not Issued
496,246,1311333,12.34,60,Business Loan,Business Expansion,2024-09-26,Pending,Not Issued
497,247,1741047,12.44,120,Personal Loan,Wedding,2022-09-21,Pending,Not Issued
498,247,291127,17.07,48,Car Loan,Business Expansion,2026-04-14,Rejected,Not Issued
499,248,3535856,12.55,12,Home Loan,Wedding,2024-03-29,Approved,Default
500,249,833366,14.22,48,Education Loan,Wedding,2024-08-23,Pending,Not Issued
501,250,533124,17.9,48,Home Loan,Home Purchase,2024-12-16,Rejected,Not Issued
502,251,1126314,16.41,36,Car Loan,Medical,2023-06-08,Pending,Not Issued
503,251,1872272,17.9,36,Education Loan,Business Expansion,2023-08-14,Rejected,Not Issued
504,251,3394770,13.9,36,Business Loan,Education,2025-12-07,Pending,Not Issued
505,252,3091532,17.65,84,Personal Loan,Wedding,2024-09-12,Pending,Not Issued
506,252,1168660,13.91,84,Business Loan,Medical,2023-11-10,Pending,Not Issued
507,253,1290552,12.87,12,Home Loan,Medical,2026-06-30,Rejected,Not Issued
508,253,3323283,14.81,24,Education Loan,Medical,2024-03-09,Rejected,Not Issued
509,253,495287,13.81,24,Home Loan,Education,2022-10-04,Rejected,Not Issued
510,254,965720,8.52,24,Personal Loan,Home Purchase,2024-11-21,Approved,Closed
511,255,1829937,16.31,36,Home Loan,Business Expansion,2025-11-04,Pending,Not Issued
512,255,1662333,12.09,48,Personal Loan,Travel,2025-04-13,Pending,Not Issued
513,256,3665831,7.02,12,Home Loan,Travel,2022-11-16,Approved,Active
514,256,2309423,8.19,84,Home Loan,Education,2026-02-04,Approved,Default
515,257,2123004,10.71,48,Personal Loan,Wedding,2023-07-10,Pending,Not Issued
516,258,1042482,9.44,120,Personal Loan,Travel,2024-10-13,Pending,Not Issued
517,258,472535,9.27,36,Education Loan,Vehicle,2022-08-22,Pending,Not Issued
518,258,1483719,9.53,24,Business Loan,Wedding,2025-09-27,Pending,Not Issued
519,259,4512428,12.8,24,Personal Loan,Wedding,2024-09-12,Rejected,Not Issued
520,259,3209188,17.18,60,Personal Loan,Education,2026-01-22,Rejected,Not Issued
521,260,1855143,10.57,120,Business Loan,Wedding,2022-12-16,Pending,Not Issued
522,260,1372414,10.19,84,Car Loan,Medical,2023-06-09,Pending,Not Issued
523,260,2523434,11.27,36,Car Loan,Medical,2024-03-15,Pending,Not Issued
524,261,1736274,15.73,24,Home Loan,Education,2025-06-27,Rejected,Not Issued
525,261,2995081,16.86,12,Home Loan,Business Expansion,2024-03-08,Rejected,Not Issued
526,261,2602508,17.82,120,Business Loan,Medical,2024-07-24,Pending,Not Issued
527,262,291069,7.16,120,Business Loan,Education,2024-06-05,Approved,Closed
528,262,3934373,8.29,120,Personal Loan,Vehicle,2024-01-14,Approved,Active
529,263,2131784,15.11,84,Business Loan,Vehicle,2025-04-19,Pending,Not Issued
530,263,1882280,12.74,12,Education Loan,Vehicle,2022-08-09,Pending,Not Issued
531,264,1133024,13.86,36,Education Loan,Home Purchase,2023-05-13,Pending,Not Issued
532,264,1249431,13.29,120,Education Loan,Home Purchase,2024-05-22,Rejected,Not Issued
533,264,1278904,17.64,12,Home Loan,Education,2026-02-06,Rejected,Not Issued
534,265,109257,16.7,24,Business Loan,Travel,2023-03-17,Pending,Not Issued
535,265,1525394,15.01,84,Car Loan,Home Purchase,2023-01-15,Pending,Not Issued
536,265,843602,13.95,48,Car Loan,Medical,2025-01-08,Pending,Not Issued
537,266,2605187,8.7,60,Personal Loan,Education,2025-07-15,Approved,Active
538,267,502332,17.54,36,Home Loan,Vehicle,2025-10-27,Pending,Not Issued
539,267,108071,17.83,36,Car Loan,Vehicle,2025-03-06,Pending,Not Issued
540,268,636828,16.77,12,Home Loan,Business Expansion,2025-09-30,Rejected,Not Issued
541,268,548778,15.17,24,Education Loan,Home Purchase,2025-09-16,Rejected,Not Issued
542,269,4972525,13.53,24,Business Loan,Business Expansion,2025-08-07,Approved,Active
543,270,1686473,7.9,84,Personal Loan,Business Expansion,2024-10-16,Approved,Active
544,271,965561,16.96,60,Personal Loan,Travel,2024-02-05,Rejected,Not Issued
545,272,704759,14.64,48,Personal Loan,Home Purchase,2026-06-05,Pending,Not Issued
546,273,1506029,11.09,12,Business Loan,Wedding,2023-05-09,Pending,Not Issued
547,274,1291425,17.58,24,Home Loan,Medical,2023-07-14,Pending,Not Issued
548,274,2177658,13.3,12,Home Loan,Education,2023-07-23,Pending,Not Issued
549,274,1520780,14.95,24,Car Loan,Medical,2025-06-15,Pending,Not Issued
550,275,3108976,17.73,60,Personal Loan,Home Purchase,2022-07-28,Pending,Not Issued
551,276,1009997,17.7,24,Education Loan,Travel,2023-05-15,Pending,Not Issued
552,276,2233248,17.07,84,Personal Loan,Business Expansion,2025-05-05,Pending,Not Issued
553,277,1022803,7.96,60,Car Loan,Education,2025-07-20,Approved,Active
554,278,2488110,7.32,60,Car Loan,Travel,2025-10-29,Approved,Closed
555,278,3323506,8.1,12,Business Loan,Education,2024-04-12,Approved,Active
556,279,773862,17.57,120,Car Loan,Travel,2024-05-15,Pending,Not Issued
557,279,922782,15.6,48,Car Loan,Education,2025-10-19,Rejected,Not Issued
558,280,161310,9.67,120,Personal Loan,Vehicle,2024-06-16,Approved,Active
559,280,339371,10.54,12,Personal Loan,Medical,2023-12-04,Approved,Active
560,280,679206,9.06,84,Education Loan,Business Expansion,2022-07-31,Approved,Closed
561,281,532705,14.86,60,Personal Loan,Home Purchase,2022-10-01,Approved,Active
562,281,1020850,16.37,24,Personal Loan,Vehicle,2024-01-16,Approved,Active
563,282,521230,15.77,48,Home Loan,Medical,2023-02-09,Pending,Not Issued
564,282,1137895,15.47,60,Personal Loan,Medical,2023-11-07,Pending,Not Issued
565,283,988470,8.16,84,Education Loan,Vehicle,2023-04-26,Approved,Active
566,283,2199089,7.13,48,Education Loan,Wedding,2024-02-21,Approved,Active
567,284,2349120,14.03,60,Business Loan,Business Expansion,2024-02-18,Pending,Not Issued
568,284,2698968,16.81,36,Home Loan,Home Purchase,2022-11-16,Pending,Not Issued
569,285,621613,16.4,84,Business Loan,Business Expansion,2023-10-02,Pending,Not Issued
570,286,792468,9.67,48,Business Loan,Travel,2023-03-21,Pending,Not Issued
571,286,713065,9.32,48,Car Loan,Education,2025-06-18,Pending,Not Issued
572,287,934138,11.84,48,Home Loan,Medical,2026-06-21,Pending,Not Issued
573,287,823537,9.52,120,Car Loan,Medical,2022-09-23,Pending,Not Issued
574,288,1835203,17.46,12,Personal Loan,Education,2024-08-12,Pending,Not Issued
575,288,966579,15.32,60,Car Loan,Medical,2026-05-21,Pending,Not Issued
576,288,1850151,13.79,60,Car Loan,Vehicle,2023-08-02,Pending,Not Issued
577,289,315852,12.01,36,Education Loan,Business Expansion,2023-07-17,Rejected,Not Issued
578,289,1871600,17.5,24,Car Loan,Education,2023-11-02,Pending,Not Issued
579,290,1778074,7.72,24,Business Loan,Wedding,2025-08-07,Approved,Active
580,291,98537,8.82,36,Home Loan,Home Purchase,2025-07-28,Approved,Active
581,291,929579,7.79,48,Home Loan,Home Purchase,2024-11-01,Approved,Active
582,292,542471,8.01,12,Personal Loan,Travel,2024-08-27,Approved,Active
583,292,2351028,7.55,84,Business Loan,Vehicle,2025-05-23,Approved,Active
584,293,526740,14.08,120,Car Loan,Vehicle,2022-10-30,Rejected,Not Issued
585,293,3412948,13.02,120,Education Loan,Education,2024-03-08,Pending,Not Issued
586,294,526854,15.78,24,Home Loan,Medical,2025-10-27,Rejected,Not Issued
587,294,490400,12.57,120,Business Loan,Wedding,2023-08-12,Rejected,Not Issued
588,295,2947400,17.61,60,Education Loan,Wedding,2023-04-15,Pending,Not Issued
589,295,132203,13.01,84,Home Loan,Education,2026-05-11,Pending,Not Issued
590,296,1056126,9.96,60,Car Loan,Travel,2025-08-19,Approved,Active
